E20_7_209	148.60772692567198
E70_2_163	78.7270899249429
E107_6_328	137.630003498493
E135_3_524	109.3077700521
E49_7_93	139.848139256052
E51_5_767	151.456469814385
E10_0_881	21.357577476349
E12_1_362	42.723617310101
E136_6_008	146.360396099063
E42_1_762	44.780607528439
E36_2_563	60.01915768739679
E112_1_282	30.978675505889896
E36_3_925	97.26993259682942
E112_4_486	149.780984931776
E70_0_481	21.4185160206422
E101_4_966	138.348018668789
E51_4_566	107.05679976252199
E31_4_486	147.53440040324
E85_1_362	34.3074335588947
E54_0_32	12.8172499098315
E107_7_209	149.437809576809
E4_0_721	28.710752088993697
E56_0_16	0.0
E109_1_282	47.2731233580355
E36_0_16	14.775471594361301
E88_7_61	157.223220316029
E131_1_121	9.82486356795398
E37_0_08	0.0
E101_6_728	140.96110246925
E85_6_969	153.652253837345
E109_3_605	99.2718654099155
E136_3_685	117.95922171809099
E120_0_881	19.193113308944604
E78_1_202	31.3030815128752
E1_0_32	10.280563837607401
E112_1_362	33.1463931716562
E107_6_488	133.09976424529498
E136_4_406	144.35894491277
E65_1_602	44.3338831286183
E136_2_723	87.9770456609557
E123_0_24	14.913368216747902
E101_5_447	146.851975615899
E16_0_801	26.756662483555303
E101_5_527	146.171136846264
E65_1_522	39.858134439191204
E0_0_16	13.682188418151801
E12_2_083	48.3305729137963
E20_5_367	134.298932445936
E119_0_801	23.6175165760605
E25_7_77	144.699691836643
E121_5_527	145.195907157592
E120_5_126	125.016707408992
E112_1_121	28.1944907473764
E121_2_003	63.0108160371183
E136_1_922	79.8150558913771
E42_2_003	51.24814327544679
E120_1_842	51.6564033075805
E88_1_121	40.151022414866794
E3_4_806	115.07499366734
E3_5_207	129.780745924461
E15_0_16	11.9144269803586
E65_2_003	53.53487976941
E142_7_209	145.459304289592
E14_0_961	5.2774597568670805
E70_7_369	159.019663424484
E78_0_401	13.4823865319644
E121_3_685	100.188227265119
E78_2_083	49.797515896536396
E109_2_003	77.79151902119571
E85_4_486	119.43507195118299
E20_0_961	33.1663166004213
E101_2_403	74.0048319617941
E112_5_367	136.099542166255
E51_5_927	158.159293820173
E49_3_444	97.3578594912588
E94_6_088	143.628559031489
E41_1_202	47.347637276890495
E42_1_041	8.25992253918902
E120_3_845	108.126411734608
E121_0_801	27.0239812967143
E15_2_563	82.7291496826034
E109_7_449	153.254333917205
E25_1_442	51.674576892188604
E4_7_369	142.70754263754
E31_3_444	106.973845194384
E51_0_961	37.5916408945031
E15_4_966	147.089175677323
E16_1_442	40.69954806731071
E79_0_08	0.415176948278113
E98_6_088	147.128249574824
E133_2_243	50.285526795883705
E109_6_648	142.30816609645
E125_2_403	71.6365698467999
E49_2_403	82.0398654410443
E85_7_85	150.86512666283002
E49_0_481	14.2076087004706
E31_4_165	125.238448714725
E101_7_69	151.29444739717502
E25_6_168	144.187904160954
E14_3_044	77.43690781161641
E63_1_202	39.425865621461206
E107_3_765	98.16995277568691
E142_7_129	156.094305316272
E14_3_284	81.88823653408059
E4_3_364	116.253419158027
E112_3_044	104.711549638088
E109_2_163	82.39635581346509
E94_1_202	32.298156223100904
E142_5_607	117.14603612273001
E4_3_605	117.939492760704
E88_5_046	113.28081787461201
E107_7_289	146.880840596476
E98_1_041	22.3594620726586
E85_3_124	82.1193551805266
E42_1_842	45.6234818779855
E70_0_08	2.04980096445512
E98_6_408	140.50783368960302
E49_7_209	154.687652198294
E85_3_925	112.252034112148
E101_6_328	140.257836246435
E36_3_765	96.45161436500669
E80_0_721	28.5552913140022
E20_1_602	55.545281904388105
E108_0_481	10.1168434795005
E51_2_643	84.14711064825971
E120_2_643	81.82675038962009
E16_1_282	40.2723225093033
E25_0_0	0.0
E14_6_008	146.571844121678
E119_0_481	12.4478521428046
E70_1_121	42.1723347357031
E42_2_083	51.3890517073079
E15_7_449	141.909398596782
E109_6_088	159.075231329251
E101_6_088	147.637856543146
E0_5_607	143.887286922155
E0_5_126	127.658108002484
E101_0_08	0.0
E36_3_524	94.4915611427354
E120_2_243	77.43603485983759
E88_3_605	99.7719121710793
E98_1_762	53.2716961561084
E121_1_442	50.14631164711061
E0_3_364	85.782528709752
E16_0_08	1.23965103520099
E4_6_728	144.69104256733
E14_6_568	137.770331763156
E133_1_682	39.0169933435181
E133_0_0	0.0
E41_4_486	141.506157556383
E128_0_961	28.5070983218721
E96_0_561	16.9353858424243
E51_2_403	79.1682134634528
E20_0_0	0.0
E20_0_16	15.5619238682848
E49_5_607	141.767935411982
E125_0_961	29.6588547758515
E48_0_24	8.094775803804389
E120_6_408	141.243036298038
E70_6_328	142.674866771549
E85_7_529	145.49122925692498
E121_6_809	141.554479241254
E108_1_041	27.658719668361503
E44_6_008	140.631961211075
E98_4_005	98.3605016660212
E88_0_401	16.4981486296364
E85_2_403	72.9103228109493
E98_7_529	138.68153949291
E10_0_08	0.0
E10_0_801	21.282310279570602
E107_1_121	30.6034189924049
E3_5_607	150.59406675566
E42_1_362	22.3179312924889
E14_6_969	143.431225244315
E42_0_32	12.274331134230302
E15_6_728	158.222102255334
E14_5_367	122.01365089206101
E88_3_124	84.6546335303178
E25_4_806	142.855886562416
E126_1_602	37.076949636646205
